                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r22.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20231128"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57 
                                     135                                      616                  9.0466977774736060E+003                  2.2136460526928281E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9927989942038542E-001                  9.9761203091947115E-001                  9.9999605701843586E-001                  9.9998598026519914E-001                  9.9927989942038542E-001                  9.9761203091947115E-001                  9.9999605701843586E-001                  9.9998598026519914E-001                 -7.5130721105607243E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.5130721105607243E+000                 -7.5130721105607323E+000                 -2.1247179849751966E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8077378739337355E+000                  4.0317107168295649E+000                  1.9230327714118089E+000                  1.7680933435351966E+000                  0.0000000000000000E+000                  1.2285729906285558E+001                 -2.3195905769252509E+000                  6.4438235045397771E+000                  6.2116740993813313E-001                  8.5000496627254196E-001                  1.2966429887659314E+000                  6.9999999999999973E-001                  2.7997020236474884E-001                  3.4468833607861345E-003                  9.3805276451495410E-003                  3.4468833607861223E-003                  9.3805276451495428E-003                  1.0500000000000004E+001                  4.1995530354712320E+000                                        3                                        6 
                                     140                                      615                  1.0352252537257422E+004                  2.4916445304119850E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9963062293314020E-001                  9.9876811190519488E-001                  9.9999818622794134E-001                  9.9999364659735501E-001                  9.9963062293314020E-001                  9.9876811190519488E-001                  9.9999818622794134E-001                  9.9999364659735501E-001                 -6.7961581805650821E+000                 -9.8999999999999986E+001                 -2.2100128420078924E+001                 -6.7961581805650821E+000                 -6.7961581805654259E+000                 -1.8897616303430471E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8536352291929847E+000                  4.0237996034527441E+000                  1.8272825042048992E+000                  1.9595938779490158E+000                  0.0000000000000000E+000                  1.2550926162956397E+001                 -2.1227146122361988E+000                  6.5116188607704473E+000                  6.2114896111944840E-001                  8.5000496627254063E-001                  1.2966429887659350E+000                  6.9999999999999629E-001                  2.7997020236474879E-001                  3.4468833607861332E-003                  9.3805276451495393E-003                  3.4468833607861358E-003                  9.3805276451495428E-003                  1.0500000000000002E+001                  4.1995530354712320E+000                                        3                                        6 
                                     145                                      642                  1.2184719846363239E+004                  2.6016967174454169E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9984527981436055E-001                  9.9946573476070966E-001                  9.9999932574932360E-001                  9.9999755014637204E-001                  9.9984527981436055E-001                  9.9946573476070966E-001                  9.9999932574932360E-001                  9.9999755014637204E-001                 -6.0055228868540649E+000                 -9.8999999999999986E+001                 -2.1072099696478681E+001                 -6.0055228868540640E+000                 -6.0055228868734307E+000                 -1.6356269589574957E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9031820670327138E+000                  4.0083828627328195E+000                  1.7204804581654800E+000                  2.1731979700278541E+000                  0.0000000000000000E+000                  1.2866196454041901E+001                 -1.8837167013552587E+000                  6.5885311220729665E+000                  6.2113589462120422E-001                  8.5000496627253264E-001                  1.2966429887659618E+000                  6.9999999999997198E-001                  2.7997020236474884E-001                  3.4468833607861319E-003                  9.3805276451495410E-003                  3.4468833607861375E-003                  9.3805276451495445E-003                  1.0499999999999970E+001                  4.1995530354712320E+000                                        3                                        4 
                                     150                                      657                  1.4505227637793761E+004                  2.6993339924576869E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9993064261473441E-001                  9.9976217151513203E-001                  9.9999971610440008E-001                  9.9999900690315413E-001                  9.9993064261473441E-001                  9.9976217151513203E-001                  9.9999971610440008E-001                  9.9999900690315413E-001                 -5.2149998642326265E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.2149998642326265E+000                 -5.2149998652362202E+000                 -1.3851226096058651E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9525181773681490E+000                  4.0087978892717526E+000                  1.6220157507640749E+000                  2.3701273848306643E+000                  0.0000000000000000E+000                  1.3207266268382392E+001                 -1.6212009116786794E+000                  6.6687434742345868E+000                  6.2112690032273765E-001                  8.5000496627247324E-001                  1.2966429887661617E+000                  6.9999999999979401E-001                  2.7997020236474879E-001                  3.4468833607861314E-003                  9.3805276451495393E-003                  3.4468833607861379E-003                  9.3805276451495445E-003                  1.0499999999999737E+001                  4.1995530354712320E+000                                        3                                        4 
                                     155                                      662                  1.7097490104568747E+004                  2.7572621873253449E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9996821289974924E-001                  9.9988050285722951E-001                  9.9999987382362243E-001                  9.9999954609444386E-001                  9.9996821289974924E-001                  9.9988050285722951E-001                  9.9999987382362243E-001                  9.9999954609444386E-001                 -4.4621941363273656E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.4621941363273656E+000                 -4.4621941779311820E+000                 -1.1480845296100579E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0022209857384166E+000                  4.0477026867695987E+000                  1.5420625327724620E+000                  2.5300338208138902E+000                  0.0000000000000000E+000                  1.3550719770882028E+001                 -1.3566076846924888E+000                  6.7492686422172756E+000                  6.2112111014487992E-001                  8.5000496627210598E-001                  1.2966429887673958E+000                  6.9999999999869278E-001                  2.7997020236474879E-001                  3.4468833607861301E-003                  9.3805276451495393E-003                  3.4468833607861384E-003                  9.3805276451495445E-003                  1.0499999999998293E+001                  4.1995530354712312E+000                                        3                                        5 
                                     160                                      666                  1.9875074264552946E+004                  2.7200989362419898E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998582133000147E-001                  9.9993698120926577E-001                  9.9999994381152757E-001                  9.9999978521710697E-001                  9.9998582133000147E-001                  9.9993698120926577E-001                  9.9999994381152757E-001                  9.9999978521710697E-001                 -3.7202543869936378E+000                 -9.8999999999999986E+001                 -1.8788798467775131E+001                 -3.7202543869936373E+000                 -3.7202559817522145E+000                 -9.1553445491524599E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0552764447605503E+000                  4.1202626279768353E+000                  1.4722315853318133E+000                  2.6696957156951875E+000                  0.0000000000000000E+000                  1.3900466868117947E+001                 -1.0897562386861672E+000                  6.8332065275536404E+000                  6.2111733723187956E-001                  8.5000496627000988E-001                  1.2966429887744451E+000                  6.9999999999240392E-001                  2.7997020236474884E-001                  3.4468833607859944E-003                  9.3805276451495393E-003                  3.4468833607861384E-003                  9.3805276451495445E-003                  1.0499999999989797E+001                  4.1995530354712312E+000                                        3                                        3 
                                     165                                      668                  2.2468036061700877E+004                  2.7115695447220762E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999309587608509E-001                  9.9996429530596675E-001                  9.9999997239813665E-001                  9.9999988914319637E-001                  9.9999309587608509E-001                  9.9996429530596675E-001                  9.9999997239813665E-001                  9.9999988914319637E-001                 -3.0608089346267899E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.0608089346267899E+000                 -3.0608484862052916E+000                 -7.1014492007184220E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1057248836774418E+000                  4.1990869975531160E+000                  1.4107468922861719E+000                  2.7926651017864703E+000                  0.0000000000000000E+000                  1.4218997890593384E+001                 -8.4956922355259146E-001                  6.9118374714251152E+000                  6.2111502191138612E-001                  8.5000496626090427E-001                  1.2966429888050617E+000                  6.9999999996509044E-001                  2.7997020236475284E-001                  3.4468833607713785E-003                  9.3805276451495410E-003                  3.4468833607861384E-003                  9.3805276451495445E-003                  1.0499999999951566E+001                  4.1995530354712347E+000                                        3                                        3 
                                     170                                      670                  2.5116609193743068E+004                  2.7789641852108766E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999656960591010E-001                  9.9998037271172691E-001                  9.9999998619856834E-001                  9.9999994293724825E-001                  9.9999656960591010E-001                  9.9998037271172691E-001                  9.9999998619856834E-001                  9.9999994293724825E-001                 -2.4192375812252309E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.4192375812252314E+000                 -2.4201001186618409E+000                 -5.1216751360805501E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1575259386603269E+000                  4.2749170171272555E+000                  1.3450597921074696E+000                  2.9240393021438749E+000                  0.0000000000000000E+000                  1.4535612475472538E+001                 -6.1352049447800638E-001                  6.9920765945883474E+000                  6.2111291370989630E-001                  8.5000496622114385E-001                  1.2966429889386522E+000                  6.9999999984605354E-001                  2.7997020236500575E-001                  3.4468833593592112E-003                  9.3805276451498949E-003                  3.4468833607861384E-003                  9.3805276451495445E-003                  1.0499999999777890E+001                  4.1995530354713315E+000                                        3                                        4 
                                     175                                      673                  2.7960002641591178E+004                  2.7237508830601742E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999854898215279E-001                  9.9999074282676337E-001                  9.9999999408452911E-001                  9.9999997409638164E-001                  9.9999854898215279E-001                  9.9999074282676337E-001                  9.9999999408452911E-001                  9.9999997409638164E-001                 -1.7584242701608825E+000                 -5.3484395695034145E+001                 -9.8999999999999986E+001                 -1.7584242701608825E+000                 -1.7755878870976829E+000                 -3.1701533138064746E+000                 -5.3484395695034145E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2119176874957960E+000                  4.3420174585750742E+000                  1.2698265151604411E+000                  3.0745058560379319E+000                  0.0000000000000000E+000                  1.4859507978243103E+001                 -3.7444071807147739E-001                  7.0759987642390225E+000                  6.2110946007983947E-001                  8.5000496603527198E-001                  1.2966429895574922E+000                  6.9999999930599810E-001                  2.7997020237967679E-001                  3.4468832366596797E-003                  9.3805276451460629E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0499999998966349E+001                  4.1995530354773187E+000                                        3                                        4 
                                     180                                      682                  3.0972210491616534E+004                  2.7528583259558324E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999935335018775E-001                  9.9999591072991645E-001                  9.9999999753463720E-001                  9.9999998860858297E-001                  9.9999935335018775E-001                  9.9999591072991645E-001                  9.9999999753463720E-001                  9.9999998860858297E-001                 -8.9348439955366377E-001                 -4.8647253691140442E+001                 -9.8999999999999986E+001                 -8.9348439955366388E-001                 -1.0896590571575580E+000                 -1.3330271513801342E+000                 -4.8647253691140442E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2663025696776007E+000                  4.3934790387379712E+000                  1.1867875408782804E+000                  3.2405838046022533E+000                  0.0000000000000000E+000                  1.5176896383427488E+001                 -1.4169685099683577E-001                  7.1593793408636390E+000                  6.2110404934215979E-001                  8.5000496456694996E-001                  1.2966429941989774E+000                  6.9999999597281792E-001                  2.7997020308353199E-001                  3.4468745979174369E-003                  9.3805276445622296E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0499999995003634E+001                  4.1995530357876278E+000                                        3                                        4 
                                     185                                      728                  3.4269761992785665E+004                  2.8429278631449257E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999973779079310E-001                  9.9999830026894065E-001                  9.9999999904405956E-001                  9.9999999518544957E-001                  9.9999973779079310E-001                  9.9999830026894065E-001                  9.9999999904405956E-001                  9.9999999518544957E-001                  5.1386295064922749E-001                 -4.4135146022658667E+001                 -1.5352529778863040E+001                  5.1386295064922760E-001                 -9.3189618289511347E-002                  3.9057573333349710E-001                 -4.4135146022658667E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3203843682517196E+000                  4.4291514901657782E+000                  1.0964601694439471E+000                  3.4212385474709199E+000                  0.0000000000000000E+000                  1.5490184507065095E+001                  8.7336282933804008E-002                  7.2421725737163172E+000                  6.2109847774588178E-001                  8.5000492010857975E-001                  1.2966431320771326E+000                  6.9999991692571495E-001                  2.7997023071973243E-001                  3.4463884285035255E-003                  9.3805275771967084E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0499999950992391E+001                  4.1995530490938648E+000                                        3                                        4 
                                     190                                      772                  3.7978979000920161E+004                  2.9141508846966682E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999989255278021E-001                  9.9999933790124640E-001                  9.9999999962934605E-001                  9.9999999808289353E-001                  9.9999989255278021E-001                  9.9999933790124640E-001                  9.9999999962934605E-001                  9.9999999808289353E-001                  2.0620373068045912E+000                 -3.9965978040887741E+001                 -9.8999999999999986E+001                  2.0620373068045912E+000                  1.2187304255935545E+000                  1.9947912711814377E+000                 -3.9965978040887741E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.4539244692039610E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3732059564489294E+000                  4.4490696440364648E+000                  1.0007760699848691E+000                  3.6126067463890759E+000                  0.0000000000000000E+000                  1.5799088448984909E+001                  3.1330415993267735E-001                  7.3234572179404918E+000                  6.2072022818202555E-001                  8.5000309266876573E-001                  1.2966489251321320E+000                  6.9999662979681765E-001                  2.7997106784063802E-001                  3.4250645875438823E-003                  9.3805218707194698E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0499998416702601E+001                  4.1995534993092196E+000                                        3                                        4 
                                     195                                      820                  4.2376204726642078E+004                  2.9878205229341290E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999995662621488E-001                  9.9999974861661101E-001                  9.9999999986038024E-001                  9.9999999927321581E-001                  9.9999995662621488E-001                  9.9999974861661101E-001                  9.9999999986038024E-001                  9.9999999927321581E-001                  3.4684943978641463E+000                 -3.6061654779037127E+001                 -9.8999999999999986E+001                  3.4684943978641463E+000                  2.3308346652778464E+000                  3.4356514155147138E+000                 -3.6061654779037127E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9118380648493956E+033                  7.9761359513674511E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4230314544330724E+000                  4.4511800263371581E+000                  9.0218026516693128E-001                  3.8097983560249515E+000                  0.0000000000000000E+000                  1.6088605720445656E+001                  5.1263613654054041E-001                  7.4069023361942969E+000                  6.1688464090015760E-001                  8.4994437936291389E-001                  1.2968415144601970E+000                  6.9988374850369794E-001                  2.7998265043913700E-001                  2.7351570567513152E-003                  9.3801223659812256E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0499942484978613E+001                  4.1995626908342052E+000                                        3                                        5 
                                     200                                      864                  5.0234637840896678E+004                  3.3256126147581573E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  3.7671966349945918E+000                  2.4802298193621641E-001                  7.8128082690864797E-008                  9.9999998176271587E-001                  9.9999990257893923E-001                  2.4802298193621641E-001                  7.8128082690864797E-008                  9.9999998176271587E-001                  9.9999990257893923E-001                  4.2409391532969449E+000                 -3.2911395723720680E+001                 -1.1439139835231284E+001                  4.2409391532969449E+000                  2.6420585512387005E+000                  4.2298619393488428E+000                 -3.2911395723720680E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.8258309834180084E+033                  1.1758255457827915E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4571427278606635E+000                  4.3745752106736013E+000                  7.9565531047997085E-001                  4.0228482653988724E+000                  0.0000000000000000E+000                  1.6256863731893674E+001                  6.1121587173431680E-001                  7.4684081828007347E+000                  6.1699106753858513E-001                  8.4985012355880329E-001                  1.2971533337553165E+000                  6.9969728912912210E-001                  2.7999524194412789E-001                  1.6538671342596510E-003                  9.3785990334887791E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0498845169505817E+001                  4.1996508818655087E+000                                        3                                        5 
                                     205                                      898                  6.8595811163361883E+004                  3.6746503275186524E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  4.5656387493448678E+000                  3.0341870998668585E-001                  7.8128083134954007E-008                  9.9999998964867653E-001                  9.9999995241024198E-001                  3.0341870998668585E-001                  7.8128083134954007E-008                  9.9999998964867653E-001                  9.9999995241024198E-001                  4.1611163684003554E+000                 -2.9454407861218417E+001                 -9.8999999999999986E+001                  4.1611163684003554E+000                  2.1569433898421764E+000                  4.1567935104093756E+000                 -2.9454407861218417E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.5296379633631904E+033                  1.5500676313996312E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4865501613814791E+000                  4.3218409556441806E+000                  7.1047331592362806E-001                  4.1932122545115575E+000                  0.0000000000000000E+000                  1.6474372893678375E+001                  7.7091350838678185E-001                  7.5252276648884715E+000                  6.1725029920188290E-001                  8.4960321882765266E-001                  1.2978836307300552E+000                  6.9920628061608847E-001                  2.8023534818313700E-001                  6.9784080204733474E-005                  9.3409292693757175E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0495923058997041E+001                  4.2008462503623942E+000                                        3                                        5 
                                     210                                      911                  1.0638120022020170E+005                  4.0223825603081949E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  5.5258535412312408E+000                  3.6673090381941698E-001                  7.8128083134954007E-008                  9.9999999211303903E-001                  9.9999996474298136E-001                  3.6673090381941698E-001                  7.8128083134954007E-008                  9.9999999211303903E-001                  9.9999996474298136E-001                  4.2869843230516897E+000                 -2.8941913855246391E+001                 -1.1138109839567303E+001                  4.2869843230516897E+000                  1.8284308989814400E+000                  4.2854708056237234E+000                 -2.8941913855246391E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1154265024096500E+033                  1.0937811367511987E+034                  1.1030985509269174E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.5929697366631660E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4883017297971568E+000                  4.2881439301153579E+000                  6.9012166632786132E-001                  4.2339155537030910E+000                  0.0000000000000000E+000                  1.6500913534626932E+001                  7.8839093274394811E-001                  7.5337777959285175E+000                  6.1784023982338954E-001                  8.4898197706490752E-001                  1.2994448308641198E+000                  6.9796390713638556E-001                  2.8150252734227060E-001                  6.2836205475343615E-005                  9.1358610998555165E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0488491153028750E+001                  4.2080815346797262E+000                                        3                                        5 
                                     215                                      903                  2.0040333951811737E+005                  4.4182887905463195E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  5.6202788720789343E+000                  3.7291510949143281E-001                  7.8128083134954007E-008                  9.9999999211303903E-001                  9.9999996433854110E-001                  3.7291510949143281E-001                  7.8128083134954007E-008                  9.9999999211303903E-001                  9.9999996433854110E-001                  4.2899869582739569E+000                 -2.8990275442186995E+001                 -9.8999999999999986E+001                  4.2899869582739560E+000                  1.6960953097613969E+000                  4.2888791963690531E+000                 -2.8990275442186995E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1352996624278055E+033                  1.0943929549085778E+034                  1.1221166862064167E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.5718914885310454E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4873150026825046E+000                  4.2889272125089875E+000                  6.9248676175398027E-001                  4.2291853628508536E+000                  0.0000000000000000E+000                  1.6494852081364979E+001                  7.8417709200108676E-001                  7.5327670051181039E+000                  6.1938234126340685E-001                  8.4736398707553218E-001                  1.3035300248973196E+000                  6.9472793315371750E-001                  2.8479941356213667E-001                  6.6356115950059802E-005                  8.6534003222142747E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0469789291030580E+001                  4.2268395174636320E+000                                        3                                        5 
                                     220                                      896                  4.3436050917590677E+005                  4.8141950207844433E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  5.6762841151021899E+000                  3.7599982141040289E-001                  7.8128082912909402E-008                  9.9999999162016651E-001                  9.9999996264035906E-001                  3.7599982141040289E-001                  7.8128082912909402E-008                  9.9999999162016651E-001                  9.9999996264035906E-001                  4.2938205625614243E+000                 -2.9105071664974538E+001                 -1.0837079843903322E+001                  4.2938205625614243E+000                  1.6299062996708462E+000                  4.2928779325163875E+000                 -2.9105071664974538E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1404721860915840E+033                  1.0921891265556631E+034                  1.1429606829865127E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.5191604198954631E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4851027877381888E+000                  4.2929435731776078E+000                  6.9891937197692278E-001                  4.2163201424049683E+000                  0.0000000000000000E+000                  1.6480630012227824E+001                  7.7450508081089930E-001                  7.5303549401168359E+000                  6.2324453453941464E-001                  8.4334978165426244E-001                  1.3137896301048455E+000                  6.8669952209933460E-001                  2.9294991433628720E-001                  7.5663885827702596E-005                  7.6890878396545627E-003                  3.4468833607861392E-003                  9.3805276451495428E-003                  1.0423091806309747E+001                  4.2739266890330221E+000                                        3                                       10 
